contest,candidate,name,votes
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,MERIDIAN,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,MERIDIAN,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,ELWOOD,85
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,ELWOOD,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,ELWOOD,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,MINOR,102
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,MINOR,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,MINOR,71
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,ATLAS,116
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,ATLAS,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,ATLAS,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,WAXON,80
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,WAXON,36
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,WAXON,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,GRANNIS,93
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,GRANNIS,39
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,GRANNIS,51
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,WOODLAND,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,WOODLAND,17
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,WOODLAND,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,CREEK,95
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,CREEK,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,CREEK,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,CRYSTAL,95
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,CRYSTAL,24
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,CRYSTAL,37
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,THRASHERS,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,THRASHERS,15
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,THRASHERS,9
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,WELLINGTON,142
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,WELLINGTON,43
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,WELLINGTON,87
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,WITHERS,61
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,WITHERS,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,WITHERS,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOSTIAN,63
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOSTIAN,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOSTIAN,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,MAPLEWOOD,73
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,MAPLEWOOD,30
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,MAPLEWOOD,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,DAMSON,132
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,DAMSON,39
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,DAMSON,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,PARKSHORE,70
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,PARKSHORE,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,PARKSHORE,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,STAFFORD,81
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,STAFFORD,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,STAFFORD,38
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,FILBERT,86
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,FILBERT,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,FILBERT,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,KOKANEE,73
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,KOKANEE,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,KOKANEE,50
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,REDHAWK,39
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,REDHAWK,14
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,REDHAWK,27
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,WANDERING CREEK,106
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,WANDERING CREEK,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,WANDERING CREEK,61
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,KENNARD,66
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,KENNARD,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,KENNARD,30
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,GLENBAR,57
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,GLENBAR,25
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,GLENBAR,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,OLDMARK,46
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,OLDMARK,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,OLDMARK,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,KINGMAN,69
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,KINGMAN,37
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,KINGMAN,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,CRYSTAL CREEK,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,CRYSTAL CREEK,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,CRYSTAL CREEK,25
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,POPPY,51
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,POPPY,11
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,POPPY,25
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BELLEMONT,84
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BELLEMONT,43
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BELLEMONT,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,JEWELL,84
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,JEWELL,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,JEWELL,37
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,NORTH GRIFFIS,54
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,NORTH GRIFFIS,27
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,NORTH GRIFFIS,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,PARKLANE,69
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,PARKLANE,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,PARKLANE,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,GRIMES,17
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,GRIMES,11
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,GRIMES,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,SINCLAIR,85
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,SINCLAIR,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,SINCLAIR,25
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BRIER 2,114
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BRIER 2,8
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BRIER 2,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BRIER 6,109
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BRIER 6,4
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BRIER 6,38
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 31,130
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 31,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 31,69
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 32,87
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 32,14
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 32,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 33,114
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 33,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 33,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 34,150
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 34,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 34,53
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 35,90
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 35,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 35,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 36,88
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 36,24
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 36,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 37,120
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 37,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 37,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 38,122
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 38,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 38,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 39,104
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 39,8
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 39,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 40,130
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 40,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 40,60
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 41,139
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 41,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 41,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 42,145
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 42,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 42,52
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 43,107
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 43,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 43,51
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 44,79
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 44,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 44,43
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 45,73
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 45,9
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 45,17
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 46,113
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 46,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 46,52
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 47,113
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 47,19
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 47,46
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOTHELL 48,75
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOTHELL 48,10
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOTHELL 48,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BEAR CREEK,60
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BEAR CREEK,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BEAR CREEK,43
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,NORTH CREEK,7
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,NORTH CREEK,4
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,NORTH CREEK,0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,LOCUST,99
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,LOCUST,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,LOCUST,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,MERIDIAN,105
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,MERIDIAN,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,MERIDIAN,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,ELWOOD,108
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,ELWOOD,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,ELWOOD,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,MINOR,110
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,MINOR,10
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,MINOR,76
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,ATLAS,129
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,ATLAS,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,ATLAS,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,WAXON,98
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,WAXON,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,WAXON,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,GRANNIS,113
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,GRANNIS,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,GRANNIS,52
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,WOODLAND,50
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,WOODLAND,12
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,WOODLAND,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,CREEK,102
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,CREEK,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,CREEK,39
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,CRYSTAL,108
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,CRYSTAL,14
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,CRYSTAL,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,THRASHERS,30
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,THRASHERS,5
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,THRASHERS,9
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,WELLINGTON,167
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,WELLINGTON,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,WELLINGTON,78
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,WITHERS(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,WITHERS(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,WITHERS(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BOSTIAN,70
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BOSTIAN,9
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BOSTIAN,57
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,MAPLEWOOD,77
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,MAPLEWOOD,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,MAPLEWOOD,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,DAMSON,138
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,DAMSON,32
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,DAMSON,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,PARKSHORE,78
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,PARKSHORE,12
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,PARKSHORE,25
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,STAFFORD,85
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,STAFFORD,14
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,STAFFORD,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,FILBERT,117
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,FILBERT,17
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,FILBERT,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,KOKANEE,79
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,KOKANEE,13
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,KOKANEE,53
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,REDHAWK,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,REDHAWK,15
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,REDHAWK,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,WANDERING CREEK,113
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,WANDERING CREEK,12
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,WANDERING CREEK,54
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,KENNARD,70
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,KENNARD,11
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,KENNARD,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,GLENBAR,70
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,GLENBAR,17
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,GLENBAR,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,OLDMARK,62
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,OLDMARK,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,OLDMARK,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,KINGMAN,87
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,KINGMAN,11
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,KINGMAN,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,CRYSTAL CREEK,43
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,CRYSTAL CREEK,10
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,CRYSTAL CREEK,19
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,POPPY,57
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,POPPY,8
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,POPPY,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,BELLEMONT,102
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,BELLEMONT,24
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Lynda Schram,BELLEMONT,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Kimberlee Kelly,JEWELL,94
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 5,Holly Muenchow,JEWELL,26
